Folio,Sexo,Edad,Gasolina1,Ocupación,País,Ciudad,ConducesAutomóvil,ConducesMotocicleta,Conduces,Gasolina2,Horas1,Gasolina3,Horas2,AñosEscolaridad,AG5,AG7,AG8,AG9,AG14,AG15,AG16,AG21,CAM1,CAM3,CAM4,CAM6,CAM7,CAM12,CAM18,AgrAutoF1,AgrAutoF2,AgrAuto,AgrMoto
KMC07, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
KMC41,1,45, ,COMERCIANTE,MEX,ESTADO DE MEXICO, , ,3,900,5,250,2,12,4,3,1,2,2,3,3,1,4,2,2,4,4,1,3,3,2,2.57142857142857,2.85714285714286
JMCM,1,38, ,Terapeuta,USA,CHICAGO,1, ,1,7400,3, , ,17,3,3,1,1,1,2,1,1, , , , , , , ,2.25,1,1.71428571428571, 
EDDG,1,28, ,Psychotherapist,USA,Chicago,1, ,1,11100,4, , ,17,3,3,1,2,4,3,1,1, , , , , , , ,3.25,1.33333333333333,2.42857142857143, 
EV,1,34, ,Psicoterapeuta,USA,Chicago,1, ,1,9250,4, , ,19,3,1,1,1,2,1,1,1, , , , , , , ,1.75,1,1.42857142857143, 
AAV,2,22, ,ADMINISTRATIVE ASSISTANT,USA,CHICAGO,1, ,1,0,0, , ,12,2,1,1,1,1,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
LS,1,30, ,Psicoterapeuta,USA,"Chicago, Illinois",1, ,1,7400,2, , ,21,5,5,3,2,2,4,1,1, , , , , , , ,4,2,3.14285714285714, 
SOH,2,32, ,Psicologa,USA,CHICAGO,1, ,1,9250,1, , ,17,2,1,1,1,1,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
LJVR,1,40, ,Psicologo,USA,Chicago,1, ,1,9250,1, , ,17,2,1,1,1,1,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
XR,2,26, ,Psicoterapeuta,USA,Chicago,1, ,1,0,0, , ,17,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
CD,2,31, ,Psicologa,USA,"Oak Park, Illinois",1, ,1,7400,2, , ,17,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
EM,1,26, ,Employment Specialist,USA,Chicago,1, ,1,12950,10, , ,12,3,3,1,1,2,1,1,1, , , , , , , ,2.25,1,1.71428571428571, 
MDR,2,30, ,Psicologa,USA,Chicago,1, ,1,11100,1.5, , ,12,2,1,1,1,3,1,1,1, , , , , , , ,1.75,1,1.42857142857143, 
AH,2,49, ,Custodian,USA,Chicago,1, ,1,12950,3, , ,6,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
JDDL,1,34, ,Psicoterapeuta,USA,Oak park,1, ,1,9250,.5, , ,17,1,1,1,1,2,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
CL,2,48, ,Comerciante,USA,Chicago,1, ,1,14800,3, , ,12,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
BEHB,2,71, ,Retirada,USA,Aurora,1, ,1,29600,1, , ,17,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
KGMM,2,58, ,Psicóloga,USA,CHICAGO,1, ,1,11100,1, , ,12,2,1,1,1,2,2,1,1, , , , , , , ,1.75,1,1.42857142857143, 
PHA,2,57, ,Pofesora,USA,CHICAGO,1, ,1,12950,2, , ,12,2,1,1,1,2,1,1,1, , , , , , , ,1.5,1,1.28571428571429, 
MGM,2,47, ,Académica UNAM,USA,CHICAGO,1, ,1,7400,2, , ,23,2,1,1,1,1,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
CE,2,61, ,Editora,USA,CHICAGO,1, ,1,7400,2, , ,12,2,1,1,1,1,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
EGD,2,49, ,Académica,USA,CHICAGO,1, ,1,5550,1, , ,23,2,2,1,1,1,1,1,1, , , , , , , ,1.5,1,1.28571428571429, 
LEMM,2,48, ,Maestra,USA,CHICAGO,1, ,3,9250,4,50,4,17,3,4,2,2,5,4,1,1,1,3,2,3,3,4,4,4,1.66666666666667,3,2.85714285714286
Bcg,2,49, ,Médico,USA,CHICAGO,1, ,1,5550,1, , ,17,2,1,1,1,1,2,1,1, , , , , , , ,1.5,1,1.28571428571429, 
IF,2,56, ,Maestra,USA,CHICAGO,1, ,1,9250,2, , ,23,3,1,1,1,3,2,2,1, , , , , , , ,2.25,1.33333333333333,1.85714285714286, 
PIFP,2,61, ,Jubilada,USA,CHICAGO,1, ,1,3700,.2, , ,12,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
KAOK,2,64, ,Pensionada/hogar,USA,CHICAGO,1, ,1,4625,2, , ,6,3,1,1,1,2,2,1,1, , , , , , , ,2,1,1.57142857142857, 
RAHF,1,62, ,Psicólogo,USA,CHICAGO,1, ,1,2775,1, , ,17,1,1,1,1,2,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
AOK,1,62, ,Jubilado,USA,CHICAGO,1, ,1,9250,4, , ,12,3,2,1,1,3,2,1,1, , , , , , , ,2.5,1,1.85714285714286, 
SAM,1,39, ,Empleado,USA,CHICAGO,1, ,1,6475,2, , ,12,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
ILC,2,54, ,Docente,USA,CHICAGO,1, ,1,11100,4, , ,17,3,2,1,1,3,3,1,1, , , , , , , ,2.75,1,2, 
Ma,2,56, ,Hogar,USA,CHICAGO,1, ,1,12950,4, , ,12,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
MRH,1,66, ,Promotor Cultural,USA,CHICAGO,1, ,1,5550,2, , ,12,2,1,1,1,1,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
LEHH,2,70, ,Inveatigadora,USA,CHICAGO,1, ,1,5550,1, , ,23,2,2,1,1,2,2,1,1, , , , , , , ,2,1,1.57142857142857, 
FMHH,1,71, ,Escritor,USA,CHICAGO,1, ,1,4625,1, , ,12,2,2,1,1,1,1,1,1, , , , , , , ,1.5,1,1.28571428571429, 
DAAM,1,36, ,Contador,USA,CHICAGO,1, ,1,14800,4, , ,12,2,2,1,1,1,1,1,1, , , , , , , ,1.5,1,1.28571428571429, 
V.V.,2,35, ,Diseñadora,USA,CHICAGO,1, ,1,9250,3, , ,12,1,1,1,1,2,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
FMU,1,36, ,Actor,USA,CHICAGO,1, ,1,14800,2, , ,12,2,2,1,2,3,2,1,1, , , , , , , ,2.25,1.33333333333333,1.85714285714286, 
AP,2,35, ,Ama de casa,USA,CHICAGO,1, ,1,18500,5, , ,17,2,2,1,1,1,1,1,1, , , , , , , ,1.5,1,1.28571428571429, 
Dgr,2,47, ,Hogar,USA,CHICAGO,1, ,1,14800,3, , ,12,2,1,1,1,1,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
JCCP,1,50, ,Empleado,USA,CHICAGO,1, ,1,22200,4, , ,12,3,3,1,1,1,1,1,1, , , , , , , ,2,1,1.57142857142857, 
AEGO,2,42, ,Profesionista,USA,CHICAGO,1, ,1,0,0, , ,17,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
A.C,2,21, ,Actriz,USA,CHICAGO,1, ,1,10175,2, , ,12,2,1,1,1,1,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
BREC,2,31, ,Terapeuta,USA,CHICAGO,1, ,1,14800,4, , ,12,3,1,1,1,2,1,1,1, , , , , , , ,1.75,1,1.42857142857143, 
Aao,2,39, ,Asistente,USA,CHICAGO,1, ,1,13875,3, , ,12,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
ISHB,2,19, ,Estudiante,USA,CHICAGO,1, ,1,0,0, , ,12,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
MARA,1,30, ,Actor,USA,CHICAGO,1, ,1,7400,3.5, , ,12,5,3,1,1,2,2,2,1, , , , , , , ,3,1.33333333333333,2.28571428571429, 
LMRN,1,34, ,Creo,USA,CHICAGO,1, ,1,18500,5, , ,12,4,4,3,4,3,3,1,1, , , , , , , ,3.5,2.66666666666667,3.14285714285714, 
Aphp,2,32, ,Empleada,USA,CHICAGO,1, ,1,12950,6, , ,12,3,1,1,1,2,1,1,1, , , , , , , ,1.75,1,1.42857142857143, 
Gh,1,43, ,Empmeado,USA,CHICAGO,1, ,1,8325,3, , ,17,4,2,2,3,4,2,3,1, , , , , , , ,3,2.66666666666667,2.85714285714286, 
LL,2,34, ,artística,USA,CHICAGO,1, ,1,27750,3, , ,12,3,4,1,1,3,2,1,1, , , , , , , ,3,1,2.14285714285714, 
RVD,1,22, ,Estudiante,USA,CHICAGO,1, ,1,20350,5, , ,12,2,2,1,1,3,2,1,1, , , , , , , ,2.25,1,1.71428571428571, 
JESR,1,25, ,Seguros,USA,CHICAGO,1, ,1,7400,2, , ,12,2,1,1,1,1,2,2,1, , , , , , , ,1.5,1.33333333333333,1.42857142857143, 
Jr,1,26, ,Actor,USA,CHICAGO,1, ,1,9250,4, , ,12,1,2,1,1,2,1,1,1, , , , , , , ,1.5,1,1.28571428571429, 
MEHD,2,39, ,Asistente,USA,CHICAGO,1, ,1,10175,2, , ,12,1,2,1,1,2,2,1,1, , , , , , , ,1.75,1,1.42857142857143, 
SVOR,1,17, ,Estudiante,USA,CHICAGO,1, ,1,0,0, , ,12,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
Se,1,28, ,Actor,USA,CHICAGO,1, ,1,11100,3, , ,12,3,1,1,1,1,1,1,2, , , , , , , ,1.5,1,1.28571428571429, 
MAG,1,45, ,Empleado,USA,CHICAGO,1, ,1,14800,6, , ,12,2,1,1,1,1,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
Cdjt,2,36, ,Empresario,USA,CHICAGO,1, ,1,18500,4, , ,12,3,4,2,1,2,2,1,1, , , , , , , ,2.75,1.33333333333333,2.14285714285714, 
D.A,1,29, ,Ingeniero en Audio,USA,CHICAGO,1, ,1,6475,2, , ,12,1,1,1,1,2,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
MGH,2,23, ,Estudiante,USA,CHICAGO,1, ,1,18500,5, , ,12,3,3,1,1,1,1,1,1, , , , , , , ,2,1,1.57142857142857, 
VVCZ,2,28, ,"Actríz, Cantante, Maquillista",USA,CHICAGO,1, ,1,5550,2, , ,12,2,1,1,1,1,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
JLG,1,73, ,Chófer,USA,CHICAGO,1, ,1,9250,4, , ,6,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
F R,1,30, ,Independiente,USA,CHICAGO,1, ,1,11100,3, , ,12,3,2,1,1,1,1,2,1, , , , , , , ,1.75,1.33333333333333,1.57142857142857, 
APDLRT,2,28, ,Actriz,USA,CHICAGO,1, ,1,20350,3, , ,12,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
AM,2,30, ,Teatro,USA,CHICAGO,1, ,1,11100,5, , ,12,3,3,1,1,2,1,1,2, , , , , , , ,2.25,1,1.71428571428571, 
ALC,2,36, ,Empleada,USA,CHICAGO,1, ,1,15725,2, , ,23,2,1,1,1,1,1,3,1, , , , , , , ,1.25,1.66666666666667,1.42857142857143, 
LACA,1,32, ,Productor artistico,USA,CHICAGO,1, ,1,6475,1, , ,12,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
CGL,1,23, ,Productor de arte,USA,CHICAGO,1, ,1,9250,3, , ,12,3,3,1,1,2,2,1,1, , , , , , , ,2.5,1,1.85714285714286, 
Lmps,2,32, ,Agente de viajes,USA,CHICAGO,1, ,1,27750,1, , ,12,3,3,1,1,3,3,1,1, , , , , , , ,3,1,2.14285714285714, 
DH,2,31, ,Actriz,USA,CHICAGO,1, ,1,2775,1, , ,12,1,2,1,1,1,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
FC,1,42, ,Actor,USA,CHICAGO,1, ,1,9250,2, , ,12,5,2,1,1,2,1,1,1, , , , , , , ,2.5,1,1.85714285714286, 
BCO,2,32, ,Emprendedora,USA,CHICAGO,1, ,1,27750,10, , ,12,2,2,1,1,1,1,1,1, , , , , , , ,1.5,1,1.28571428571429, 
JTM,2,29, ,Ingeniera de procesos,USA,CHICAGO,1, ,1,12950,1, , ,12,1,1,1,1,2,1,1,1, , , , , , , ,1.25,1,1.14285714285714, 
BV,2,28, ,Analista Marketing,USA,CHICAGO,1, ,1,9250,1, , ,12,3,3,1,1,2,3,1,1, , , , , , , ,2.75,1,2, 
JAP,1,28, ,Artista,USA,CHICAGO,1, ,1,6475,1, , ,12,3,1,1,1,2,2,1,1, , , , , , , ,2,1,1.57142857142857, 
C021,1,52, ,CONDUCTOR,COL,LA UNION,1, ,1,2500,20, , ,7,2,3,1,1,2,1,1,1, , , , , , , ,2,1,1.57142857142857, 
C022,1,44, ,CONDUCTOR,COL,LA UNION,1, ,1,6500,50, , ,10,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
C023,2,53, ,CONTADORA,COL,LA UNION,1, ,1,500,2, , ,19,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
C025,1,51, ,CONDUCTOR,COL,LA UNION,1, ,1,450,21, , ,12,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
C032,2,40, ,DOCENTE,COL,ROLDANILLO,1,2,3,750,5,150,3,19,5,2,1,1,5,2,1,1,1,2,1,2,2,1,1,3.5,1,2.42857142857143,1.42857142857143
C021,1,52, ,CONDUCTOR,COL,LA UNION,1, ,1,2500,20, , ,7,2,3,1,1,2,1,1,1, , , , , , , ,2,1,1.57142857142857, 
C022,1,44, ,CONDUCTOR,COL,LA UNION,1, ,1,6500,50, , ,10,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
